City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
291,gadzhiyevo,69.2551,33.3362,4.82,89,99,12.4,RU,1697432537
292,ashmun,30.2986,30.9764,22.47,66,0,2.91,EG,1697432537
293,stanthorpe,-28.6667,151.95,27.46,21,45,8.5,AU,1697432538
294,howrah,22.5892,88.3103,32.0,55,20,2.57,IN,1697432538
295,ursulo galvan,22.7333,-98.3,24.07,58,28,0.53,MX,1697432539
296,kirillov,59.863,38.3813,7.77,83,78,3.21,RU,1697432539
297,humaita,-7.5061,-63.0208,23.8,89,84,1.37,BR,1697432539
298,karwar,14.8,74.1333,29.14,69,59,1.34,IN,1697432540
299,chibougamau,49.9168,-74.3659,7.79,81,0,5.14,CA,1697432541
300,tshabong,-26.05,22.45,17.56,35,0,2.85,BW,1697432541
301,guapi,2.5708,-77.8854,24.1,95,100,1.36,CO,1697432542
302,charters towers,-20.1,146.2667,34.07,18,51,2.78,AU,1697432542
303,veselyy,47.0934,40.7422,12.26,85,41,4.0,RU,1697432543
304,noshiro,40.2039,140.0242,16.46,58,67,8.59,JP,1697432543
305,puerto armuelles,8.2833,-82.8667,26.16,78,100,3.13,PA,1697432544
306,mossel bay,-34.1831,22.146,16.96,90,62,1.74,ZA,1697432544
307,carnarvon,-24.8667,113.6333,35.1,22,0,0.31,AU,1697432544
308,alpine,32.835,-116.7664,22.04,47,0,0.0,US,1697432544
309,heroica caborca,30.7167,-112.15,26.57,29,0,2.09,MX,1697432442
310,fairwood,47.4484,-122.1573,14.84,91,0,2.06,US,1697432545
311,adrar,20.5022,-10.0711,25.23,18,41,2.97,MR,1697432546
312,yoichi,43.2039,140.7703,11.63,57,80,8.13,JP,1697432546
313,quelimane,-17.8786,36.8883,26.97,88,75,2.68,MZ,1697432546
314,kokuy,52.2037,117.5529,8.24,24,85,2.29,RU,1697432547
315,betio village,1.358,172.9211,31.02,69,100,2.92,KI,1697432547
316,port shepstone,-30.7414,30.455,18.04,94,100,5.38,ZA,1697432548
317,argo,37.6333,22.7333,17.87,69,0,1.86,GR,1697432548
318,black forest,39.0131,-104.7008,7.43,59,0,2.57,US,1697432548
319,anse a galets,18.8317,-72.8642,28.04,75,32,0.28,HT,1697432549
320,volksrust,-27.3654,29.8818,10.78,95,100,1.65,ZA,1697432549
321,jijiga,9.35,42.8,20.68,66,6,0.58,ET,1697432549
322,mumford,5.2618,-0.759,24.84,90,82,3.7,GH,1697432550
323,mezhdurechenskiy,59.6,65.9333,7.39,58,100,4.02,RU,1697432550
324,goondiwindi,-28.55,150.3167,32.83,12,7,9.61,AU,1697432550
325,alofi,-19.0595,-169.9187,24.94,69,40,6.17,NU,1697432551
326,tamluk,22.3,87.9167,30.2,54,0,1.06,IN,1697432551
327,nuku'alofa,-21.1333,-175.2,24.19,73,40,6.69,TO,1697432552
328,ghat,24.9647,10.1728,22.19,27,3,1.67,LY,1697432552
329,san andres,12.5847,-81.7006,28.01,89,20,1.54,CO,1697432552
330,ukata,10.8312,5.8249,22.92,82,99,0.98,NG,1697432553
331,machakos,-1.5167,37.2667,17.97,84,99,1.67,KE,1697432553
332,kralendijk,12.15,-68.2667,28.99,89,6,6.69,BQ,1697432411
333,zaragoza,41.6561,-0.8773,18.34,79,75,2.06,ES,1697432554
334,pacific grove,36.6177,-121.9166,15.69,89,75,0.45,US,1697432554
335,derzhavinsk,51.1,66.3167,12.61,67,93,6.58,KZ,1697432554
336,newman,37.3138,-121.0208,20.72,64,0,2.12,US,1697432555
337,jodhpur,26.2867,73.03,30.44,39,31,6.09,IN,1697432555
338,sitka,57.0531,-135.33,10.42,92,90,2.81,US,1697432555
339,huanuco,-9.9329,-76.2415,15.98,91,37,0.48,PE,1697432556
340,coquimbo,-29.9533,-71.3436,12.85,87,75,1.54,CL,1697431997
341,magadan,59.5667,150.8,5.85,66,100,1.34,RU,1697432557
342,bodaybo,57.8506,114.1933,6.53,56,100,0.81,RU,1697432557
343,tahe,52.3333,124.7333,5.59,29,9,5.21,CN,1697432557
344,thames,-37.1333,175.5333,17.04,75,69,3.01,NZ,1697432558
345,blagoveshchensk,50.2667,127.5333,7.34,24,0,8.0,RU,1697432558
346,bikenibeu village,1.3673,173.1241,30.98,74,75,3.09,KI,1697432558
347,pasni,25.2631,63.471,26.82,79,98,4.8,PK,1697432559
348,baise city,23.8997,106.6133,28.58,46,25,1.18,CN,1697432559
349,crane,31.3974,-102.3501,14.43,41,0,4.1,US,1697432559
350,zyryanskoye,56.8306,86.6258,7.92,58,79,4.72,RU,1697432560
351,haiku-pauwela,20.9219,-156.3051,25.58,79,91,4.47,US,1697432560
352,walvis bay,-22.9575,14.5053,13.38,94,100,2.06,NA,1697432560
353,ilek,51.5271,53.3831,11.75,61,8,5.39,RU,1697432560
354,ambovombe,-25.1667,46.0833,23.15,64,98,0.98,MG,1697432561
355,bachhrawan,26.4833,81.1167,31.04,50,81,3.17,IN,1697432561
356,turpan,42.9333,89.1667,20.02,25,8,1.06,CN,1697432561
357,arno,60.1167,18.6333,5.99,63,5,7.51,SE,1697432562
358,ar rutbah,33.0381,40.2848,18.33,60,0,6.64,IQ,1697432562
359,hirara,24.8,125.2833,27.92,54,75,6.69,JP,1697432562
360,lospalos,-8.5186,127.0025,29.42,43,8,5.29,TL,1697432563
361,bykovo,55.6361,38.0803,8.99,93,75,8.94,RU,1697432563
362,acapulco de juarez,16.8634,-99.8901,26.81,87,100,0.95,MX,1697432320
363,kourou,5.1552,-52.6478,25.03,82,92,4.71,GF,1697432564
364,kavieng,-2.5744,150.7967,29.09,68,100,1.62,PG,1697432564
365,rongelap,11.1635,166.8941,28.73,73,19,5.5,MH,1697432564
366,maues,-3.3836,-57.7186,25.17,68,5,1.14,BR,1697432565
367,east london,-33.0153,27.9116,16.52,100,100,6.69,ZA,1697432517
368,korla,41.7597,86.1469,16.81,30,21,1.8,CN,1697432565
369,konarka,19.9,86.1167,32.22,57,7,1.31,IN,1697432566
370,south venice,27.0531,-82.4243,23.99,71,96,5.36,US,1697432566
371,hancheng,32.5186,112.3522,26.01,43,0,2.98,CN,1697432566
372,goure,13.9835,10.2704,27.8,24,43,3.77,NE,1697432567
373,strezhevoy,60.7333,77.5889,3.31,91,100,3.13,RU,1697432567
374,tongren,27.7172,109.1853,26.92,45,4,1.79,CN,1697432568
375,usinsk,65.9939,57.5281,2.26,99,93,7.15,RU,1697432568
376,pierre,44.3683,-100.351,6.27,79,74,3.13,US,1697432568
377,vila franca do campo,37.7167,-25.4333,22.23,99,94,13.4,PT,1697432569
378,dire,12.2833,-10.9667,23.1,82,81,0.68,ML,1697432569
379,copala,16.65,-98.9833,25.91,90,100,1.4,MX,1697432569
380,mikuni,36.2171,136.1519,22.95,64,25,3.41,JP,1697432570
381,gallatin,45.6666,-111.2008,11.17,72,40,3.6,US,1697432570
382,tindouf,27.6711,-8.1474,23.25,25,40,1.03,DZ,1697432570
383,tromso,69.6496,18.957,5.01,81,75,6.17,NO,1697432570
384,sur,22.5667,59.5289,30.56,56,18,2.88,OM,1697432571
385,punakha,27.5837,89.8598,23.86,55,73,1.36,BT,1697432571
386,lazaro cardenas,17.9583,-102.2,26.64,88,100,1.56,MX,1697432571
387,la'ie,21.6477,-157.9253,26.67,76,97,0.89,US,1697432572
388,ranibennur,14.6167,75.6167,29.19,51,24,3.15,IN,1697432572
389,varva,50.495,32.7197,6.29,90,100,5.92,UA,1697432572
390,tazovsky,67.4667,78.7,1.56,84,100,4.83,RU,1697432573
391,zyryanovsk,49.7386,84.2719,5.83,74,95,0.35,KZ,1697432573
392,lere,10.387,8.5726,19.9,87,71,1.19,NG,1697432573
393,canutama,-6.5339,-64.3831,23.83,83,37,0.54,BR,1697432574
394,laascaanood,8.4774,47.3597,25.41,65,84,3.28,SO,1697432574
395,santana,-0.0583,-51.1817,29.1,74,40,3.6,BR,1697432574
396,badger,64.8,-147.5333,4.28,88,0,0.0,US,1697432575
397,khorixas,-20.3667,14.9667,15.7,33,52,1.14,NA,1697432575
398,santa vitoria do palmar,-33.5189,-53.3681,16.56,90,100,5.57,BR,1697432575
399,sabang,5.8933,95.3214,27.55,79,77,9.03,ID,1697432576
400,aquin,18.2833,-73.4,26.36,84,19,0.86,HT,1697432576
401,kuanda,56.3161,116.0806,5.92,38,100,1.77,RU,1697432576
402,acarau,-2.8856,-40.12,25.82,82,79,7.52,BR,1697432577
403,kaa-khem,51.6833,94.7333,6.34,47,100,3.53,RU,1697432577
404,brookings,44.3114,-96.7984,6.77,86,0,1.34,US,1697432343
405,juneau,58.3019,-134.4197,9.5,97,100,2.06,US,1697432408
406,funafuti,-8.5243,179.1942,30.0,84,100,7.72,TV,1697432578
407,khandyga,62.6667,135.6,-8.19,86,89,1.14,RU,1697432578
408,choma,-16.8065,26.9531,23.62,53,98,2.81,ZM,1697432579
409,carbondale,37.7273,-89.2168,10.0,79,100,3.09,US,1697432579
410,ilha de mocambique,-15.0342,40.7358,26.46,81,94,3.39,MZ,1697432579
411,ouani,-12.1322,44.4258,26.35,81,41,3.44,KM,1697432580
412,onguday,50.75,86.15,6.78,56,84,0.77,RU,1697432580
413,coahuayana de hidalgo,18.7,-103.6583,25.98,85,100,1.23,MX,1697432581
414,constantia,44.1833,28.65,9.38,77,100,10.13,RO,1697432581
415,dholka,22.7167,72.4667,28.21,50,1,2.13,IN,1697432581
416,namie,37.4833,141.0,22.62,51,20,1.42,JP,1697432582
417,mandalgovi,45.7625,106.2708,14.32,22,100,8.84,MN,1697432582
418,petauke,-14.2426,31.3253,23.19,65,60,4.5,ZM,1697432583
419,xilin hot,43.9667,116.0333,12.27,23,0,4.27,CN,1697432583
420,changji,44.0167,87.3167,12.44,62,0,2.0,CN,1697432583
421,makoua,0.0069,15.6333,21.21,99,97,0.5,CG,1697432584
422,mont-laurier,46.5501,-75.4993,10.79,89,100,3.52,CA,1697432584
423,vanju-mare,44.4253,22.8697,9.19,64,27,7.77,RO,1697432585
424,mount isa,-20.7333,139.5,34.87,10,0,5.14,AU,1697432450
425,east ballina,-28.8667,153.5833,33.22,45,47,7.93,AU,1697432585
426,santa elena de uairen,4.6167,-61.1333,19.07,96,100,2.7,VE,1697432586
427,tsetserleg,47.475,101.4542,8.63,21,39,9.01,MN,1697432586
428,mormugao,15.4,73.8,28.77,72,81,1.34,IN,1697432586
429,rapla,59.0072,24.7928,6.84,97,87,2.84,EE,1697432587
430,dumai,1.6833,101.45,28.74,80,95,1.3,ID,1697432587
431,talant,47.3369,5.0089,6.19,70,0,3.09,FR,1697432588
432,bemidji,47.4736,-94.8803,7.73,90,0,1.54,US,1697432588
433,mirnyy,62.5353,113.9611,0.13,100,100,0.89,RU,1697432588
434,prado,-17.3411,-39.2208,22.97,85,9,2.41,BR,1697432589
435,dobryanka,58.4619,56.4165,11.15,91,100,5.19,RU,1697432589
436,neftcala,39.3742,49.2472,19.77,70,100,5.24,AZ,1697432589
437,tralee,52.2704,-9.7026,6.67,89,100,3.12,IE,1697432589
438,trenton,40.217,-74.7429,9.94,84,8,0.45,US,1697432467
439,la roda,39.2167,-2.15,16.85,71,99,1.51,ES,1697432590
440,saint-denis,48.9167,2.3333,6.19,85,0,4.12,FR,1697432590
441,nilgiri,21.4581,86.7669,30.54,51,2,1.07,IN,1697432591
442,tostado,-29.232,-61.7692,20.24,74,63,5.83,AR,1697432591
443,arauquita,7.0292,-71.4281,22.28,99,73,0.86,CO,1697432591
444,sealy,29.7808,-96.1572,15.97,73,0,1.34,US,1697432401
445,ugbokpo,7.6565,7.8664,23.16,96,98,1.71,NG,1697432592
446,portland,45.5234,-122.6762,18.12,85,100,2.24,US,1697432138
447,margate,51.3813,1.3862,7.72,63,99,3.13,GB,1697432592
448,fort-shevchenko,44.5086,50.263,14.44,44,0,11.28,KZ,1697432593
449,peace river,56.2501,-117.286,5.17,81,0,2.06,CA,1697432476
450,cananeia,-25.0147,-47.9267,19.05,99,98,1.22,BR,1697432440
451,port macquarie,-31.4333,152.9167,25.82,48,92,3.07,AU,1697432594
452,susuman,62.7833,148.1667,-6.12,91,100,1.34,RU,1697432594
453,nadi,-17.8,177.4167,28.0,69,40,5.14,FJ,1697432383
454,gwadar,25.1216,62.3254,27.71,72,69,3.59,PK,1697432595
455,pacasmayo,-7.4006,-79.5714,19.21,87,99,5.49,PE,1697432595
456,buka,40.8108,69.1986,14.46,29,10,1.61,UZ,1697432595
457,la gi,10.6667,107.7833,27.28,83,100,3.79,VN,1697432596
458,makinsk,52.6292,70.4169,9.25,68,99,6.66,KZ,1697432596
459,aral,40.5156,81.2636,19.76,22,41,2.81,CN,1697432596
460,dien bien phu,21.3833,103.0167,30.45,49,39,0.82,VN,1697432597
461,vila velha,-20.3297,-40.2925,22.97,99,75,1.54,BR,1697432302
462,solwezi,-12.1688,26.3894,19.46,76,100,1.55,ZM,1697432597
463,mach,29.8637,67.3298,23.63,34,0,1.88,PK,1697432598
464,talara,-4.5772,-81.2719,20.08,87,22,5.03,PE,1697432598
465,yaren,-0.5472,166.916,29.12,66,10,0.96,NR,1697432598
466,maxixe,-23.8597,35.3472,21.5,76,100,0.35,MZ,1697432599
467,ca mau,9.1769,105.15,26.26,88,99,2.27,VN,1697432599
468,taroa,8.7058,171.2275,28.35,71,100,4.33,MH,1697432599
469,kincardine,56.0667,-3.7167,6.22,95,100,1.44,GB,1697432600
470,broome,42.2506,-75.833,8.34,96,100,3.09,US,1697432600
471,kill devil hills,36.0307,-75.676,14.43,67,75,3.6,US,1697432375
472,bratsk,56.1325,101.6142,2.27,97,100,4.32,RU,1697432601
473,borgosesia,45.7145,8.2799,14.12,70,100,0.28,IT,1697432601
474,balaipungut,1.05,101.2833,29.09,78,96,1.23,ID,1697432601
475,kingston,17.997,-76.7936,29.53,87,20,1.54,JM,1697432468
476,kzyltu,53.6364,72.3414,9.63,61,99,6.31,KZ,1697432602
477,mishelevka,52.8575,103.1719,3.94,91,100,5.38,RU,1697432602
478,mirganj,28.55,79.2,28.54,48,92,2.63,IN,1697432603
479,long beach,33.767,-118.1892,23.89,61,0,2.06,US,1697432332
480,ulsteinvik,62.3432,5.8487,6.53,85,100,2.24,NO,1697432603
481,chonchi,-42.6128,-73.8092,5.62,98,79,1.24,CL,1697432604
482,tarko-sale,64.9225,77.785,1.67,83,100,2.24,RU,1697432604
483,armacao de buzios,-22.7469,-41.8817,23.03,95,93,6.15,BR,1697432604
484,kolonia town,6.964,158.206,28.96,71,100,2.39,FM,1697432605
485,barah,13.7,30.3667,28.7,17,53,3.02,SD,1697432605
486,nuuk,64.1835,-51.7216,-2.92,70,3,4.64,GL,1697432414
487,coari,-4.085,-63.1414,25.92,67,19,0.78,BR,1697432605
488,happy valley-goose bay,53.3168,-60.3315,4.17,87,100,6.69,CA,1697432606
489,dhrangadhra,22.9833,71.4667,30.72,45,3,2.02,IN,1697432606
490,beira,-19.8436,34.8389,26.05,83,75,4.12,MZ,1697432606
491,thunder bay,48.4001,-89.3168,7.99,76,100,3.09,CA,1697432516
492,katsuura,35.1333,140.3,21.85,55,2,3.61,JP,1697432607
493,sosnovo-ozerskoye,52.5249,111.5418,8.01,44,93,1.74,RU,1697432607
494,hamilton,39.1834,-84.5333,10.47,82,100,4.12,US,1697432165
495,nolinsk,57.5596,49.9363,9.95,85,100,4.74,RU,1697432608
496,ilomantsi,62.6716,30.9328,2.05,89,79,4.92,FI,1697432608
497,thinadhoo,0.5333,72.9333,27.8,77,15,7.92,MV,1697432609
498,barra de santo antonio,-9.4047,-35.5072,24.6,71,12,5.17,BR,1697432516
499,baley,51.6,116.6333,9.81,29,94,2.63,RU,1697432609
500,feodosiya,45.0333,35.3833,15.79,83,19,3.68,UA,1697432610
501,ankang,32.68,109.0172,24.09,51,38,0.48,CN,1697432610
502,dauphin,51.1494,-100.0502,3.08,87,0,0.0,CA,1697432610
503,simanggang,1.2472,111.4528,32.99,66,40,1.03,MY,1697432611
504,lochow,52.5308,21.6816,7.73,83,95,7.06,PL,1697432611
505,bartica,6.4,-58.6167,25.18,97,100,0.76,GY,1697432612
506,colonia,50.9333,6.95,5.48,90,19,0.93,DE,1697432507
507,simpang,-1.2667,104.0833,36.27,33,66,3.37,ID,1697432612
508,reggane,26.7158,0.1714,24.9,19,12,3.53,DZ,1697432612
509,kuytun,54.3419,101.5036,3.22,96,100,5.44,RU,1697432613
510,domna,51.8971,113.1573,10.09,25,20,4.0,RU,1697432613
511,christchurch,-43.5333,172.6333,18.11,36,20,3.6,NZ,1697432327
512,bida,9.0833,6.0167,24.06,88,98,1.23,NG,1697432614
513,ghanzi,-21.5667,21.7833,18.25,17,45,4.19,BW,1697432614
514,siluko,6.5386,5.1609,23.55,99,100,0.49,NG,1697432615
515,nerk'in getashen,40.1405,45.279,11.2,60,54,0.74,AM,1697432615
516,ryotsu-minato,38.0833,138.4333,19.13,64,21,5.94,JP,1697432616
517,arar,30.9753,41.0381,18.01,52,0,5.14,SA,1697432541
518,eno,62.8051,30.1542,2.28,92,95,5.17,FI,1697432616
519,tolanaro,-25.0319,46.9987,23.04,78,75,1.54,MG,1697432616
520,lubu,23.1742,112.2809,29.72,35,49,2.86,CN,1697432617
521,mushie,-3.0167,16.9,23.01,90,100,0.45,CD,1697432617
522,katsuren-haebaru,26.3369,127.8719,28.0,42,6,5.53,JP,1697432617
523,kuching,1.55,110.3333,33.92,64,40,0.51,MY,1697432618
524,woodstock,43.1334,-80.7497,7.03,93,100,3.58,CA,1697432561
525,gaspe,48.8334,-64.4819,10.12,93,100,3.6,CA,1697432605
526,sumenep,-7.0167,113.8667,31.69,54,16,6.44,ID,1697432618
527,klaksvik,62.2266,-6.589,9.51,85,100,10.36,FO,1697432619
528,lagos,6.5833,3.75,25.18,94,97,1.06,NG,1697432513
529,altai,46.3722,96.2583,1.93,38,1,2.09,MN,1697432619
530,bereznik,62.8551,42.7072,4.86,80,77,4.42,RU,1697432620
531,mount evelyn,-37.7833,145.3833,14.4,66,53,1.34,AU,1697432620
532,iquique,-20.2208,-70.1431,17.02,73,39,0.14,CL,1697432620
533,floro,61.5996,5.0328,5.54,93,75,3.6,NO,1697432621
534,chebba,35.2372,11.115,22.36,59,0,5.33,TN,1697432621
535,amungan,15.3652,119.9582,30.24,71,69,1.97,PH,1697432621
536,huambo,-12.7761,15.7392,15.89,94,93,1.54,AO,1697432622
537,al qusiyah,27.4402,30.8184,19.15,55,0,2.32,EG,1697432622
538,newala kisimani,-10.95,39.2833,22.82,75,100,2.3,TZ,1697432622
539,benjamin aceval,-24.9667,-57.5667,31.08,57,16,2.78,PY,1697432623
540,filipstad,59.7124,14.1683,0.88,74,79,1.49,SE,1697432623
541,mirny,62.5353,113.9611,0.13,100,100,0.89,RU,1697432588
542,as sulayyil,20.4607,45.5779,22.14,13,0,1.99,SA,1697432623
543,khanty-mansiysk,61.0042,69.0019,7.06,100,75,6.0,RU,1697432624
544,pervomayskoye,43.919,46.7102,17.22,82,84,5.38,RU,1697432624
545,yola,9.2,12.4833,25.9,89,0,0.0,NG,1697432458
546,djamaa,33.5339,5.9931,19.05,30,0,1.12,DZ,1697432624
547,terrace,54.5163,-128.6035,10.95,100,75,3.09,CA,1697432584
548,afif,23.9065,42.9172,26.57,16,0,3.89,SA,1697432625
549,howard springs,-12.497,131.047,33.79,31,4,5.13,AU,1697432625
550,saurimo,-9.6608,20.3916,19.36,83,99,0.52,AO,1697432626
551,uliastay,47.7417,96.8444,4.02,42,7,3.29,MN,1697432626
552,mandamarri,18.9651,79.4747,29.06,57,9,1.94,IN,1697432626
553,hun,29.1268,15.9477,18.84,54,0,2.65,LY,1697432627
554,flin flon,54.7682,-101.865,6.04,78,72,2.4,CA,1697432553
555,hauterive,46.0901,3.4459,5.42,78,100,0.69,FR,1697432627
556,loango,-4.6719,11.8312,25.81,83,100,2.06,CG,1697432628
557,bargaal,11.2864,51.0773,27.77,70,7,1.6,SO,1697432628
558,okha,53.5739,142.9478,9.08,89,100,6.82,RU,1697432628
559,gizo,-8.103,156.8419,29.34,75,62,3.56,SB,1697432629
560,idaho falls,43.4666,-112.0341,11.36,49,21,2.45,US,1697432416
561,guichon,-32.35,-57.2,17.16,88,100,4.23,UY,1697432629
562,issia,6.4922,-6.5856,22.22,100,100,1.09,CI,1697432629
563,smila,49.2224,31.8871,5.92,90,100,8.11,UA,1697432630
564,boras,57.721,12.9401,1.05,81,1,0.98,SE,1697432630
565,al bawiti,28.3492,28.8659,20.22,47,0,0.69,EG,1697432630
566,la mira,18.035,-102.3266,26.14,90,100,1.5,MX,1697432631
567,calama,-22.4667,-68.9333,10.27,34,0,6.17,CL,1697432482
568,liwale,-9.7667,37.9333,24.71,74,80,2.12,TZ,1697432631
569,nova sintra,14.8667,-24.7167,24.65,70,98,7.0,CV,1697432631
570,silver city,32.7701,-108.2803,16.84,44,0,1.54,US,1697432632
571,prince george,53.9166,-122.753,11.46,76,0,2.24,CA,1697432632
572,kikwit,-5.041,18.8162,21.14,96,85,0.44,CD,1697432632
573,naliya,23.2667,68.8333,28.9,61,0,6.11,IN,1697432633
574,jwaneng,-24.6004,24.7303,17.48,80,91,4.81,BW,1697432633
575,luanda,-8.8368,13.2343,24.0,88,75,3.09,AO,1697432457
576,svetlyy,54.675,20.1347,9.98,66,95,5.33,RU,1697432634
577,touros,-5.1989,-35.4608,24.84,78,85,7.09,BR,1697432634
578,hakui,36.8833,136.7833,22.34,63,27,4.18,JP,1697432634
579,zhalantun,48.0,122.7167,11.45,22,25,5.8,CN,1697432634
580,inverell,-29.7833,151.1167,30.37,23,64,5.36,AU,1697432635
581,plettenberg bay,-34.0527,23.3716,15.87,88,80,2.16,ZA,1697432635
582,yuzhno-kurilsk,44.0306,145.8556,14.1,69,72,2.26,RU,1697432635
583,lashio,22.9333,97.75,28.21,48,3,1.03,MM,1697432636
584,lata,40.1629,-8.3327,19.34,95,92,1.71,PT,1697432636
585,wajir,1.7471,40.0573,25.98,83,75,2.57,KE,1697432636
586,tocache,-8.1842,-76.5125,20.21,98,68,0.06,PE,1697432637
587,benghazi,32.1167,20.0667,22.55,73,3,3.29,LY,1697432637
